feature,baseline_accuracy,baseline_logloss,loo_accuracy,loo_logloss,accuracy_drop,logloss_increase,mean_abs_shap,shap_rank,accuracy_drop_rank
elo_gap_pre,0.47333333333333333,1.0443707704544067,0.46,1.0622388124465942,0.013333333333333308,0.0178680419921875,0.13612635626277064,1.0,1.0
elo_mean_pre,0.47333333333333333,1.0443707704544067,0.49333333333333335,1.0322130918502808,-0.020000000000000018,-0.012157678604125977,0.08347675343960546,2.0,5.0
xg_def_gap_avg5,0.47333333333333333,1.0443707704544067,0.5,1.0456414222717285,-0.026666666666666672,0.0012706518173217773,0.06455419289371159,3.0,6.0
elo_home_pre,0.47333333333333333,1.0443707704544067,0.46,1.0386346578598022,0.013333333333333308,-0.005736112594604492,0.05891525598829096,4.0,1.0
xg_att_gap_avg5,0.47333333333333333,1.0443707704544067,0.48,1.0377870798110962,-0.006666666666666654,-0.006583690643310547,0.05430259411678806,5.0,3.0
def_gap_avg5,0.47333333333333333,1.0443707704544067,0.5,1.0370794534683228,-0.026666666666666672,-0.007291316986083984,0.0422339931381349,6.0,6.0
elo_away_pre,0.47333333333333333,1.0443707704544067,0.4866666666666667,1.0366408824920654,-0.013333333333333364,-0.007729887962341309,0.036694431391782655,7.0,4.0
att_gap_avg5,0.47333333333333333,1.0443707704544067,0.4866666666666667,1.0386765003204346,-0.013333333333333364,-0.005694270133972168,0.036559620993237736,8.0,4.0
away_goals_for_avg5,0.47333333333333333,1.0443707704544067,0.49333333333333335,1.0429834127426147,-0.020000000000000018,-0.0013873577117919922,0.03310771715467692,9.0,5.0
points_gap_avg5,0.47333333333333333,1.0443707704544067,0.48,1.0443536043167114,-0.006666666666666654,-1.71661376953125e-05,0.023935465905924012,10.0,3.0
home_goals_against_avg5,0.47333333333333333,1.0443707704544067,0.47333333333333333,1.0443400144577026,0.0,-3.075599670410156e-05,0.021028181356336516,11.0,2.0
elo_home_expectation,0.47333333333333333,1.0443707704544067,0.4866666666666667,1.0437105894088745,-0.013333333333333364,-0.0006601810455322266,0.020465329299194528,12.0,4.0
home_goals_for_avg5,0.47333333333333333,1.0443707704544067,0.47333333333333333,1.0423880815505981,0.0,-0.0019826889038085938,0.018459543079034326,13.0,2.0
away_goals_against_avg5,0.47333333333333333,1.0443707704544067,0.47333333333333333,1.0388376712799072,0.0,-0.005533099174499512,0.016546750763136275,14.0,2.0
log_xg_ratio_avg5,0.47333333333333333,1.0443707704544067,0.47333333333333333,1.0368903875350952,0.0,-0.0074803829193115234,0.016345576286419403,15.0,2.0
away_recent_games_frac,0.47333333333333333,1.0443707704544067,0.47333333333333333,1.0447280406951904,0.0,0.0003572702407836914,0.0008236189991546176,16.0,2.0
home_recent_games_frac,0.47333333333333333,1.0443707704544067,0.47333333333333333,1.0443707704544067,0.0,0.0,0.0,17.0,2.0
log_shot_ratio_avg5,0.47333333333333333,1.0443707704544067,0.47333333333333333,1.0443707704544067,0.0,0.0,0.0,17.0,2.0
elo_expectation_gap,0.47333333333333333,1.0443707704544067,0.47333333333333333,1.0443707704544067,0.0,0.0,0.0,17.0,2.0
